video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"3h2ldViJ75c","BLACKPINK(블랙핑크) - How You Like That @인기가요 inkigayo 20200628","2020-06-28T10:42:09Z","UCS_hnpJLQTvBkqALgapi_4g","스브스케이팝 / SBS KPOP","24","20.10.07","Inkigayo|인기가요직캠|안방1열직캠|블랙핑크|blackpink|BLACKPINK|how you like that|blackpink how you like that|blackpink fancam|lisa|rose|jennie|jisoo|제니|리사|지수|로제|블랙핑크 제니|블랙핑크 리사|블랙핑크 지수|블랙핑크 로제|blackpink jennie|blakcpink rose|blackpink lisa|blackpink jisoo|페이스캠|블랙핑크 페이스캠","17200024","862297","28133","24265","https://i.ytimg.com/vi/3h2ldViJ75c/default.jpg","False","False","BLACKPINK - How You Like That #SBSInkigayo_EP1053블랙핑크 - How You Like That #BLACKPINK #HowYouLikeThatSBS Inkigayo(인기가요) is a Korean music program broadcast by SBS. The show features some of K-pop artists’ performance every Sunday, 15:40pm.  Check out this week’s Inkigayo Line up and meet your favorite artist!☞ 'SBS Inkigayo' official website: http://goo.gl/4FPbvz☞ Other stages of K-pop singers: https://goo.gl/n2mUBS"
"i3gNAaBapXc","Tegang! Detik-Detik Dirut Inalum Diusir Anggota Komisi VII","2020-07-01T04:39:23Z","UCGN9JsnkvK05v2lnTI_-uGA","CNBC Indonesia","22","20.10.07","tegang|dirut inalum diusir|komisi vii dpr|anggota komisi vii dpr|detik detik dirut inalum diusir|rapat dengar pendapat komisi vii|anggota komisi vii m nasir|dirut inalum orias petrus moedak|tambang|utang pertambangan|holding pertambangan|berita dpr|berita pertambangan|indonesia|cnbc indonesia|berita inalum|freeport|utang freeport","985814","11617","1066","7143","https://i.ytimg.com/vi/i3gNAaBapXc/default.jpg","False","False","Jakarta, CNBC Indonesia - Rapat Dengar Pendapat Komisi VII DPR RI dengan holding perusahaan tambang BUMN, MIND ID sempat berlangsung tegang. Anggota Komisi VII Muhammad Nasir bersitegang dengan Direktur Utama PT Inalum atau MIND ID Orias Petrus Moedak saat membahas utang perusahaan.Dalam ketegangan tersebut, Dirut MIND ID sempat diusir oleh M. Nasir. Simak detik-detik ketegangan tersebut dalam video berikut ini."
"9IHwqdz8Xhw","BTS (방탄소년단) 'Stay Gold' Official MV","2020-06-26T08:59:11Z","UC3IZKseVpdzPSBaWxBxundA","Big Hit Labels","10","20.10.07","BIGHIT|빅히트|방탄소년단|BTS|BANGTAN|방탄","67217786","7652269","210532","1598569","https://i.ytimg.com/vi/9IHwqdz8Xhw/default.jpg","False","False","BTS (방탄소년단) 'Stay Gold' Official MVCredits:Written by UTAWritten by SUNNY BOYWritten by Melanie Joy FontanaWritten by Michel Lindgren SchulzWritten by JUNWritten by KM-MARKITDirector：Ko Yoo JeongBig Hit Entertainment. Rights are reserved selectively in the video. Unauthorized reproduction is a violation of applicable laws. Manufactured by Big Hit Entertainment, Seoul, Korea.Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://channels.vlive.tv/FE619 https://www.tiktok.com/@bts_official_bighithttps://app.weverse.io/gpt4o https://www.weibo.com/BTSbighit https://www.weibo.com/BTSmembers http://i.youku.com/btsofficial http://btsblog.ibighit.com   #BTS #방탄소년단 #StayGold #MAP_OF_THE_SOUL_7_THE_JOURNEY #MV"
"4tGg3as-HDk","[KPOP IN PUBLIC CHALLENGE] BLACKPINK - 'How You Like That' Dance Cover By C.A.C from Vietnam","2020-07-06T12:00:13Z","UCr3FfdulMjmNb5-mSDBvZBg","CAC Official","24","20.10.07","KPOP IN PUBLIC|BLACKPINK|블랙핑크|HOW YOU LIKE THAT|커버댄스|HOW YOU LIKE THAT dance cover|HOW YOU LIKE THAT BLACKPINK dance cover|blackpink dance cover|HOW YOU LIKE THAT BLACKPINK|하우 유 라이크 댓 dance cover|하우 유 라이크 댓 BLACKPINK dance cover|HOW YOU LIKE THAT 블랙핑크 dance cover|하우 유 라이크 댓 블랙핑크 dance cover|블랙핑크 하우 유 라이크 댓|하우 유 라이크 댓 커버댄스|블랙핑크 커버댄스|블랙핑크 뮤비|how you like that dance|how you like that dance practice|blackpink dance practice|블랙핑크 'How You Like That' 풀캠|CAC|C.A.C","1045268","71072","1323","1759","https://i.ytimg.com/vi/4tGg3as-HDk/default.jpg","False","False","We do not own the music(*) Music: BLACKPINK - 'How You Like That' (*) Dancers:https://www.instagram.com/huongng1008/https://www.instagram.com/changisshere__/https://www.instagram.com/lelephomaique/https://www.instagram.com/cpt_foxxie/https://www.instagram.com/jimnie.bs/https://www.instagram.com/_.cachep._/https://www.instagram.com/mimi_sandy4198/(*)  Camera:  https://www.youtube.com/channel/UCdVGPZ4ALObJTlrlR50jTHw(*) Contact Gmail: cacdancevn@gmail.comFOLLOW US:(*) Official Facebook : https://m.facebook.com/CACofficial/(*) Official Instagram: https://instagram.com/cac.official_(*) Official Youtube: https://www.youtube.com/c/CACOfficial(*) Official Twitter: https://twitter.com/cacdancevn#BLACKPINK #블랙핑크 #HowYouLikeThat #HYLT_Dancecovercontest"
"fabudr0qpnQ","Sampai Panjat Genteng! Kisah Keluarga Nus Kei Selamatkan Diri dari Kelompok John Kei | Fakta tvOne","2020-06-29T16:50:52Z","UCYfblrhI1-tr6leVANholgQ","Talk Show tvOne","25","20.10.07","tvone|tv one|tvonenews|talkshow tvone|etalkshow|fakta tvone|dua sisi tvone|politik|indonesia|dialog|debat|berita|news|berita terbaru|tvone hari ini|news update|apa kabar indonesia|tv one live|ilc terbaru|tvonenews.com|tvone live|aki pagi tvone|aki malam tvone|tvone terbaru|indonesia business forum|ibf tvone|Sampai Panjat Genteng!|Kisah Keluarga|Nus Kei Selamatkan dari Kelompok|John Kei","4390054","33291","2281","6069","https://i.ytimg.com/vi/fabudr0qpnQ/default.jpg","False","False","Jakarta, tvOnenews.com - Tragedi berdarah yang terjadi terhadap keluarga Nus Kei membuat publik tersentak. Kelompok pimpinan John Kei diduga menjadi dalang kejadian tragis tersebut. Isu konflik dipicu dari bagi hasil yang tidak merata. Tokoh pemuda Maluku yang juga pernah bergelut di dunia hitam Daud Kei, menuturkan versi yang berbeda.Apa motif tragedi berdarah tersebut? Dan seperti apa peta bisnis para jawara Kei di Jakarta saat ini?"
"m5tt3f4tHFo","Dieng: Tanah Para Dewa (Part 1)","2020-07-09T13:22:45Z","UCZIEmkvbSV8wBVWnP4wgftA","Kisah Tanah Jawa","22","20.10.07","#KisahTanahJawa|#OmHao|#Jawa|#PulauJawa|#Horor|#Misteri|#Mitos|#AlasRoban|#AlasPurwo|Om Hao|Kisah Tanah Jawa|Misteri|alas roban|alas purwo|mitos|misteri|pulau jawa|cerita pulau jawa|kisah mistis","160467","9899","57","1662","https://i.ytimg.com/vi/m5tt3f4tHFo/default.jpg","False","False","Connect with us on social media:Instagram : https://www.instagram.com/kisahtanahjawaFan page : https://www.facebook.com/KisahTanahJawaTwitter : https://twitter.com/kisahtanahjawa"
"AVZPmwuQlQA","28 SWAKRIYA LEMPUNG POLIMER SUPER IMUT","2020-07-02T06:00:04Z","UClIYfCAhMAlacxT0e_sl1uA","Kerajinan 5-Menit","26","20.10.07","proyek diy|kerajinan|howto|tutorial|handcraft|tips|5-menit kerajinan|kerajinan 5 menit|trik|hacks hidup|diy|lakukan sendiri|kegiatan diy|sederhana peretasan hidup|hacks kehidupan mudah|hal-hal yang berguna|lifehacks","14082735","77360","16484","2905","https://i.ytimg.com/vi/AVZPmwuQlQA/default.jpg","False","False","TRIK LEMPUNG POLIMER SUPER MENGGEMASKANTeman-teman, saat berkreasi dan mencoba swakriya kerajinan super keren ini, supaya hidup kalian jadi lebih berwarna. Hari ini, saya tunjukkan beberapa desain polimer yang mudah dan menggemaskan yang bisa kamu buat dari nol.Kamu bisa ambil tombol Esc dari keyboard dan buat burger mini di atasnya memakai lempung polimer. Lalu tempelkan kembali ke keyboard dan tadaa.Kalau kamu menyimpan madu dalam stoples kaca, kamu bisa melapisi tutupnya dengan lempung polimer tipis berwarna kuning, lalu buat pola sarang tawon pakai plastik pembungkus bergelembung (bubble plastic wrap).Saya tunjukkan cara membuat buah rasberi yang terlihat seperti aslinya cukup dengan menggunakan gumpalan kecil lempung polimer, lalu bisa kamu jadikan anting.Kamu juga bisa membuat gantungan kunci memakai cetakan kue berbentuk hati. Ambil sedikit lempung polimer dan pipihkan. Kemudian gunakan pemotong kue kering berbentuk hati agar lempung berbentuk hati, lalu gunakan tusuk gigi supaya lempung terlihat seperti daun asli. Tambah beberapa potong dengan bentuk yang sama, lalu satukan, kemudian panggang di oven. Setelahnya, tempelkan ke gantungan kuncimu. Tonton sampai selesai, dan lihat cara membuat beraneka perhiasan dan alat tulis imut buat di kantormu.Urutan Waktu:0:07 – Tutorial lempung polimer yang luar biasa1:12 – Swakriya gelang2:06 – Anting modern cantik4:21 – Gelang bertekstur bahan jins6:24 – Swakriya keren membuat tatakan gelas8:39 – Hiasan sereal imut10:26 – Hiasan klip kertas13:25 – Gelang donat mini super kerenVideo ini dibuat untuk tujuan hiburan. Kami tidak membuat jaminan mengenai kelengkapan, keamanan, dan keandalan. Setiap tindakan yang Anda ambil berdasarkan informasi pada video ini sepenuhnya menjadi risiko Anda sendiri, dan kami tidak akan bertanggung jawab atas kerusakan atau kerugian apa pun. Menjadi tanggung jawab penonton agar bertindak penuh pertimbangan, kewaspadaan, dan kehati-hatian apabila Anda berencana meniru.Video berikut ini mungkin menampilkan kegiatan yang dilakukan oleh aktor kami dalam lingkungan yang terkendali – harap bertindak penuh pertimbangan, kewaspadaan, dan kehati-hatian apabila Anda hendak meniru.---------------------------------------------------------------------------Berlangganan Kerajinan 5-Menit: https://bit.ly/2Qnqq0zSosial Media Kami:Facebook: https://www.facebook.com/Kerajinan-5-Menit-546460062546004/---------------------------------------------------------------------------Musik oleh Epidemic Sound: ​​​​​​​https://www.epidemicsound.com/Materi stok (foto, rekaman, dan lain-lain): https://www.depositphotos.com"
"o24tFFUP8vo","Tiara Andini - Maafkan Aku #TerlanjurMencinta (Official Lyric Video)","2020-06-25T17:00:17Z","UCl8TJXcR80R9ctpN0aX91bw","TiaraAndiniVEVO","10","20.10.07","#indonesianidol|#idol2020|#indonesianidol2020|#tiaraidol|#tiaraindonesianidol|#tiaraandini|#tiaraandiniidol|#tiaraidol2020|#finalisindonesianidol|#finalisidol2020|#gemintanghatiku|#pemenangidol|#laguidol|#lagukemenanganidol|#laguindonesianidol|#singleindonesianidol|#finalisidol|#tiarafinalisidol|#tiarapemenangidol|#laguterbaruindonesia|#lagubaruindonesia|#lyodraidol|#lyodraginting|#lyodraindonesianidol|#yoviewidianto","8783629","394692","21341","288657","https://i.ytimg.com/vi/o24tFFUP8vo/default.jpg","False","False","Tiara Andini’s official lyric video for new single ‘Maafkan Aku #TerlanjurMencinta’ Download and Stream : https://lnk.to/TiaraTerlanjurMencinta#TiaraAndini #MaafkanAku #TerlanjurMencinta Composer/ Lyric : Yovie WidiantoProducer : Yovie & Adrian (Yovie Widianto & Adrian Kitut ) All Keyboard Section & Drum : Adrian KitutAdd Piano : Yovie Widianto String Arrangement Ari RenaldiStrings Recorded at Studio 22 , Budapest HungaryMusic recorded & edited at Arsy’s Room by Arsy WidiantoVocal Director by Bowo Soulmate Recorded At Bro Studio by Aldi FachrobbyMixed & Mastered by Ari Renaldi at Aru Studio Bandung Video lyric by AVCD filmsLyrics :Aku t’lah tahu kita memang tak mungkinTapi mengapa kita selalu bertemu..Aku tlah tahu hati ini harus menghindarNamun kenyataan ku tak bisaMaafkan aku , Terlanjur Mencinta..Senyuman itu..Hanyalah menunda lukaYang tak pernah ku duga..Dan bila akhirnya kau harus dengannya mengapa kau dekati aku..Kau membuat semuanya..... indah , seolah takkan terpisahAku t’lah tahu kita memang tak mungkinTapi mengapa kita selalu bertemu..Aku tlah tahu hati ini harus menghindarNamun kenyataan ku tak bisaMaafkan aku , Terlanjur MencintaBila memang hatimu untuk aku.. Salahkah ku berharap, berharap kau memilih diriku cinta…*music*Tapi mengapa kita selalu bertemu..Aku tlah tahu hati ini harus menghindarNamun kenyataan ku tak bisaMaafkan aku , Terlanjur Mencinta..Aku t’lah tahu kita memang tak mungkinTapi mengapa kita selalu bertemu dan bertemuAku tlah tahu hati ini harus menghindarNamun kenyataan ku tak bisa..Maafkan aku , Terlanjur Mencinta..Ternyata hati…. tak sanggup melupa..Listen “Maafkan Aku #TerlanjurMencinta” on:Spotify: https://lnk.to/TiaraTerlanjurMencintaVD/spotifyApple Music: https://lnk.to/TiaraTerlanjurMencintaVD/applemusicYouTube Music: https://lnk.to/TiaraTerlanjurMencintaVD/youtubemusicJoox: https://lnk.to/TiaraTerlanjurMencintaVD/jooxLangit Musik: https://lnk.to/TiaraTerlanjurMencintaVD/langitmusikFollow Tiara Andini: Instagram: https://www.instagram.com/tiaraandini/Youtube: https://lnk.to/TiaraAndini/youtubeTwitter: https://twitter.com/initiaraandiniFacebook: https://www.facebook.com/TiaraIdol10/Official Lyric Video by Tiara Andini performing Maafkan Aku #TerlanjurMencinta © 2020 Universal Music Indonesiahttp://vevo.ly/9CFkfI"
"4e0zMIMo7cM","『ウルトラマンＺ』第3話「生中継! 怪獣輸送大作戦」-公式配信- ULTRAMAN Z Episode 3 -Official-","2020-07-04T00:28:12Z","UC5PBnSG7C0WXp5gjd4bzKtw","ウルトラマン公式 ULTRAMAN OFFICIAL by TSUBURAYA PROD.","1","20.10.07","ウルトラマンＺ|ULTRAMAN Z|田口 清隆|平野 宏周|松田 リマ|橋爪 淳|黒木 ひかり|青柳 尊哉|野田 理人|小倉 久寛|ウルトラマンゼロ|ULTRAMAN ZERO|赛罗奥特曼|อุลตร้าแมนซีโร่|ウルトラマンジード|ULTRAMAN GEED|捷德奥特曼|อุลตร้าแมนจี๊ด|セブンガー|濱田 龍臣|ウインダム|遠藤正明|玉置成実|畠中祐|宮野真守|福原かつみ|かっこいい|楽しい|メカ|ロボット|かわいい","1472286","22612","983","4110","https://i.ytimg.com/vi/4e0zMIMo7cM/default.jpg","False","False","【subscribe】→ http://m-78.jp/ultrach/公式映像を配信中！Ch登録-はこちらをClick！★STORY↓トンネル工事を予定していた山に、生命反応が低下した古代怪獣ゴモラが眠っていた。これを無人島に輸送すべく対怪獣ロボット部隊・ストレイジの大作戦が開始される！しかし突然ゴモラが目を覚まし、大パニックに！超パワーで迫りくるゴモラに、大苦戦するウルトラマンゼットだが、そこへ新たな力が思わぬ形で舞い込んで……！？#ウルトラマンＺ #ウルトラマンゼロ【subscribe】→ http://m-78.jp/ultrach/公式映像を配信中！Ch登録-はこちらをClick！★STORY↓ストレイジの新たなミッション。それは自在に姿を消す透明怪獣ネロンガの討伐だ。セブンガーの電気を吸収するネロンガに苦戦するハルキ。ストレイジはネロンガを倒すために新たな作戦を立案する。果たしてハルキは、そしてゼットはネロンガを攻略することができるのか！？#ウルトラマンＺ #ウルトラマンゼロ■━━━━━━━━━━━━━━━━━■　 ウルトラマンスタンプ・チャレンジ ■━━━━━━━━━━━━━━━━━■　スタンプ、壁紙、時々商品GET⁉集めて得するスマホスタンプカード登場！☆　YouTube 見逃し配信限定で　☆＼＼ 月替わりスタンプGET！ ／／=============================▼【７月スタンプ配信中】▼下記URLをクリックしてスタンプスアプリをダウンロード！https://c.stamp.sc/dp?d=2541d5d4f6c54b07176d&p=0&s=0※登録済の方はそのままスタンプGETできます。※楽しみ方は登録ページ下部をご参照ください！"
"f_KtN7Etf_U","Cara Bertahan di Sekolah || Tip dan Trik Sekolah Super Rahasia","2020-07-07T07:00:12Z","UCGXnDxirLuSrIHwQXWxRzeg","123 GO! LIKE Indonesian","24","20.10.07","123 go|123 GO!|123 GO! Like|123 GO! Like Indonesian|123GO!|123go|keisengan|menyenangkan|te-man|bersahabat|tutorial|cara|Kiat sekolah|tip sekolah|trik sekolah|cara bertahan di sekolah|kiat kembali ke sekolah|menyelundupkan makanan|kiat sekolah rahasia|cara lulus ujian|peralatan sekolah|lelucon guru","840098","11668","914","717","https://i.ytimg.com/vi/f_KtN7Etf_U/default.jpg","False","False","Belajar dengan pintar, nggak susah kok! Pelajari cara mendapat nilai tinggi, dan temukan kiat-kiat mengakali peralatan sekolah yang keren dan seru. Cari tahu cara menipu guru, dan banyak trik sekolah lainnya, juga kiat-kiat DIY.Waktunya jadi kreatif dan memperbarui peralatan sekolahmu dengan kiat-kiat keren berikut ini!Tidak bisa berhenti nonton video kiat-kiat sekolah fantastis ini? Kami juga! Pastikan berbagi video ini dengan teman!Jangan lupa berlangganan channel YouTube kami supaya kalian tidak ketinggalan tip dan trik kami yang menakjubkan! #kiat-kiat #lucu #DIY #sekolahVideo ini ditujukan sebagai hiburan. Kami tidak menjamin kelengkapan, keamanan, dan kelayakan apa pun. Segala tindakan yang dilakukan berdasarkan informasi di video ini akan sepenuhnya menjadi risiko pelaku, dan kami tidak akan bertanggung jawab atas segala kerusakan dan kehilangan. Pemirsa bertanggung jawab penuh untuk menilai, merawat, dan melakukan tindak pencegahan jika berencana untuk meniru.Video berikut ini mungkin menampilkan aktivitas yang dilakukan oleh aktor-aktor kami dalam lingkungan terkendali - mohon bertindak penuh pertimbangan, kewaspadaan, dan kehati-hatian apabila hendak meniru.BERLANGGANAN 123 GO LIKE INDONESIAN: https://go-gl.com/N5Wg4m4y__________________________________________Musik oleh Epidemic Sound: https://www.epidemicsound.com/Sampel Foto: https://www.depositphotos.com https://www.shutterstock.com"
"yBZKk-cCv64","BLACKPINK: How You Like That (The Tonight Show: At Home Edition)","2020-06-27T04:00:09Z","UC8-Th83bH_thdKZDJCrn88g","The Tonight Show Starring Jimmy Fallon","23","20.10.07","The Tonight Show|Jimmy Fallon|BLACKPINK|How You Like That|The Tonight Show: At Home Edition|NBC|Television|Funny|Talk Show|humor|snl|tonight|show|funny video|talent|celebrities|video|clip|highlight|Blackpink on Fallon|Blackpink live|Sour Candy|Kill This Love|Kiss and make Up|As If It’s Your Last|DDU DU DDU DU|BOOMBAYAH|PLAYING WITH FIRE|WHISTLE|Don’t Know What To Do|Forever Young|How You Like That live|kpop|korean pop|k pop|bts|Lady Gaga|Dua Lipa","31043901","1605648","63287","85126","https://i.ytimg.com/vi/yBZKk-cCv64/default.jpg","False","False","BLACKPINK comes together for a debut performance of How You Like That for another Tonight Show: At Home Edition.Subscribe NOW to The Tonight Show Starring Jimmy Fallon: http://bit.ly/1nwT1aN Watch The Tonight Show Starring Jimmy Fallon Weeknights 11:35/10:35c Get more The Tonight Show Starring Jimmy Fallon: https://www.nbc.com/the-tonight-show JIMMY FALLON ON SOCIALFollow Jimmy: http://Twitter.com/JimmyFallonLike Jimmy: https://Facebook.com/JimmyFallonFollow Jimmy: https://www.instagram.com/jimmyfallon/ THE TONIGHT SHOW ON SOCIALFollow The Tonight Show: http://Twitter.com/FallonTonightLike The Tonight Show: https://Facebook.com/FallonTonightFollow The Tonight Show: https://www.instagram.com/fallontonight/Tonight Show Tumblr: http://fallontonight.tumblr.com The Tonight Show Starring Jimmy Fallon features hilarious highlights from the show, including comedy sketches, music parodies, celebrity interviews, ridiculous games, and, of course, Jimmy's Thank You Notes and hashtags! You'll also find behind the scenes videos and other great web exclusives. GET MORE NBCNBC YouTube: http://bit.ly/1dM1qBHLike NBC: http://Facebook.com/NBCFollow NBC: http://Twitter.com/NBCNBC Instagram: http://instagram.com/nbctvNBC Tumblr: http://nbctv.tumblr.com/ BLACKPINK: How You Like That (The Tonight Show: At Home Edition)http://www.youtube.com/fallontonight#FallonTonight#BLACKPINK#JimmyFallon"
"EcKGvhJoukY","TRETAN MUSLIM CHUAAAKKKHH","2020-07-08T01:00:04Z","UCh1SzxJAH9B5nZDYYa42UqQ","Pandji Pragiwaksono","23","20.10.07","pandji|pragiwaksono|stand|up|standup|stand-up|comedy|world|tour|tur|dunia|juru|bicara|mesakke|bangsaku|tretan|muslim|MLI|coki|pardede|dark","438000","17829","243","1796","https://i.ytimg.com/vi/EcKGvhJoukY/default.jpg","False","False","Judulnya cukup menjelaskan."
"HYgn3qd7lg8","Jokowi Marahi Para Menteri Saat Sidang kabinet Paripurna, Apa Isinya?","2020-06-28T15:49:30Z","UC5BMIWZe9isJXLZZWPWvBlg","KOMPASTV","25","20.10.07","jokowi|jokowi marah|corona|covid-19|virus corona|jokowi marah ke menteri|presiden jokowi|joko widodo|presiden marahi menteri|presiden marah","2789331","39805","4693","14381","https://i.ytimg.com/vi/HYgn3qd7lg8/default.jpg","False","False","JAKARTA, KOMPASTV  Presiden Joko Widodo ternyata sempat memarahi para Menteri Kabinet Indonesia Maju saat rapat di sidang paripurna yang berlangsung pada tanggal 18 Juni 2020.Video ini baru dirilis oleh akun resmi youtube Sekretariat Presiden pada Minggu, (28/6/2020).Dalam video tersebut, jokowi mengkritisi kebijakan para Menteri yang dianggap biasa-biasa saja.Dengan nada tinggi, Jokowi menegur para Menteri yang masih menetapkan kebijakan-kebijakan yang biasa pada saat pandemi.Presiden Jokowi menyebut, dampak dari pandemi ini telah dirasakan berbagai sektor perekonomian, hingga dapat memicu krisis.Jangan biasa-biasa saja, jangan linier, jangan menganggap ini normal, bahaya sekali kita, kata Presiden (18/6/2020). Kata Jokowi saat memberikan arahan (18/6/2020).Jokowi mencontohkan salah, pemerintah telah menganggarkan sebanyak 75 triliun untuk bidang kesehatan. Namun, jumlah yang keluar tak sampai 2% dari jumlah tersebut. Bidang kesehatan, itu dianggarkan 75 triliun, baru keluar 1,53% coba. Uang beredar di masyarakat ke-rem di situ semua. Segera itu dikeluarkan dengan penggunaan-penggunaan yang tepat sasaran, sehingga men-trigger ekonomi ujarnya menambahkan.Jokowi meminta agar para Menterinya untuk tidak menganggap kondisi pandemi Covid-19 ini sebagai kondisi yang biasa, melainkan kondisi ekstraordinary, sehingga kebijakan-kebijakan yang dibuat juga harus luar biasa."
"oKlJOYvRmSg","Cieee Ayu Ting Ting Mau Dinikahin Sama Sule  - Canda Wayang (4/7) PART 1","2020-07-06T09:26:17Z","UC34xi8JB1AKSotPUKHywbaA","MNCTV Official","24","20.10.07","sinetron mnctv|mnctv acara|mnctv stream|series terbaik|series indo|acara tv|drama terbaik|Sinetron terbaik|series youtube|short movie|sinetron seru|siraman qolbu|ustadz dhanu|raden kian santang|kembalinya raden kian santang|alwi assegaf|alwi asegaf|kembalinya raden kian santang hari ini|kun anta|kun anta best moment|keluarga ting ting|ayu ting ting|kun anta 2|program jadul","344281","6190","201","469","https://i.ytimg.com/vi/oKlJOYvRmSg/default.jpg","False","False","Cieee Ayu Ting Ting Mau Dinikahin Sama Sule  - Canda Wayang (4/7) PART 1Tonton selengkapnya di sini yaa:PART 1 https://youtu.be/oKlJOYvRmSgPART 2 https://youtu.be/fXr1VX5HthkPART 3 https://youtu.be/ojgLtfMSpd0PART 4 https://youtu.be/HqsNa8tSoAcPART 5 https://youtu.be/cOMPl6QM6rA =================================Subscribe MNCTV Official Youtube Channel http://bit.ly/24Ev2foFollow our social media- Twitter  http://bit.ly/2fOu5Ps- Facebook  http://bit.ly/2edzdN2- Instagram  http://bit.ly/2fOBtduCheck Our Official Websitehttp://mnctv.com/http://mnctvmobile.com/m/"
"dbZPVZqXBZY","Terima Kasih SkinnyIndonesian24 Tapi Maaf Gue Harus Benci Mereka.","2020-07-03T12:42:10Z","UCUcBFGAfOzut1x4GSWa6Akg","Tim2one - ChandraLiow","24","20.10.07","Chandraliow|Tommylimmm|Tim2one","842019","60237","636","11172","https://i.ytimg.com/vi/dbZPVZqXBZY/default.jpg","False","False","#skinnyindonesian24"
"pXRHP8CLiJU","DMS Penelusuran Ciawi [ Part 2 ]","2020-06-27T12:00:27Z","UCa3k1_nfBeXbf7be6Dcy_vQ","Sara Wijayanto","22","20.10.07","sara wijayanto sara demian demian sara wijayanto|mistik supernatural|supranatural diary sara wijayanto|paranormal|ghost|beauty blogger|beauty tips|dms|diarymisterisara|#diarymisterisara|mualmual|#mualmual|penelusuran","3823808","206309","1731","19402","https://i.ytimg.com/vi/pXRHP8CLiJU/default.jpg","False","False","Tokopedia http://tkp.me/banjirrezekiSara“ Kami tidak memaksakan apa yang kami percaya untuk kalian percaya. Kami hanya ingin berbagi cerita “ ----------------------------------------------------------------------------------------------------#DiaryMisteriSara #MualMual Follow IG for updates! @SaraWijayanto@diarymisterisaraInstagram: @WisnuHardanaYouTube: https://www.youtube.com/channel/UCR2g...Instagram: @_demianaditya_ YouTube: https://www.youtube.com/user/numagic666Instagram: @fadi.iskandarhttps://www.youtube.com/channel/UCofr...Theme song DMS by Alex Lisi: http://youtube.com/c/AlexLisiReal"
"u_Jx2pB7OZg","The life of tomato~番茄………的一生？","2020-07-09T16:12:54Z","UCoC47do520os_4DBMEFGg4A","李子柒 Liziqi","26","20.10.07","liziqi|liziqi vlogger|中國美食|中華傳統文化|Chinese food|饮食文化|中国风|田园|美食|ly tu that|李子柒|lý tử thất","2475659","170649","2110","11535","https://i.ytimg.com/vi/u_Jx2pB7OZg/default.jpg","False","False","Please  subscribe to 【李子柒 Liziqi 】Liziqi Channel on YouTube if you like my videos: https://goo.gl/nkjpSx I stayed at home during the spring festival due to the COVID-19 outbreak.So bored that I repaired the fence of the long-abandoned pond,Filled it in to plant flowers and vegetables.From a desolate pool to a vibrant garden,It takes no more than half a year.Miracles of Life and Nature never fail to surprise us.The flowers bloomed, the fruits ripened, and the tomatoes are now red.Tomato hot pot! Here we go!今年春节疫情期间在家呆着无聊，给荒废的池塘修了护栏、填了泥土种了花和菜从了无生机到一池繁花、也不过半年光景自然和生命总在不断的给我们惊喜花开好了，果子熟了，蕃茄红了，蕃茄火锅走起！#李子柒#李子柒Liziqi #Chinese Cuisine #Chinese Food 【李子柒 Liziqi 】 https://goo.gl/nkjpSx--------------------------------------------------------------------liziqi李子柒更多精彩视频推荐/More wonderful video recommendations：liziqi李子柒精选视频/decent video selection：https://is.gd/qe9xuc李子柒●花开有声 | Soud of blooming flowers： https://is.gd/tyr1ja李子柒 ●饮食以节 | Chinese festival food： https://is.gd/3LsFnu李子柒 ●适时而食 | Seasonal diet： https://is.gd/JmLJH3东方非遗传承 | Oriental intangible cultural heritage ： https://is.gd/atatyo传统工艺 | Traditional handicraft： https://is.gd/FPl4dfSpring 春之卷：https://is.gd/EBwo2nSummer 夏之卷：https://is.gd/i1jJ46Autumn 秋之卷：https://is.gd/YBVeL2Winter 冬之卷：https://is.gd/3JqW8D#LýTửThất #李子柒 #liziqi"
"UR_2pxUhP9Q","[컬투쇼] 아이린 & 슬기 둘만의 😈Monster😈 안무 무대 최초 공개✨│Red Velvet - IRENE & SEULGI 'Monster' Dance ver.","2020-07-08T06:48:34Z","UCAmff0euQRf6RwVlbB8PLMw","SBS Radio 에라오","10","20.10.07","sbs라디오|에라오|라디오|보는라디오","867502","0","0","1626","https://i.ytimg.com/vi/UR_2pxUhP9Q/default.jpg","False","True","😈‘어나더 레벨 유닛’으로 컬투쇼에 출격한 💜레드벨벳 - 아이린 & 슬기💜압도적인 카리스마를 내뿜는 'Monster' 안무를 살짝쿵 공개한 무대!!짧아서 아쉽죠😢? 보는 라디오 풀버전도 곧 공개 됩니다💜#Monster #RedVelvet_IRENE_SEULGI #레드벨벳_아이린_슬기 #IRENE #아이린 #SEULGI #슬기 #RedVelvet #레드벨벳 #두시탈출컬투쇼 #컬투쇼"
